x1,x2,x3,f(x1,x2,x3)
5585399,1518766,1.59,224.25,,
1396813,5219422,1.47,224.23,,
1186926,4983477,1.33,224.11,,
7386738,6045392,3.65,224.05,,
7648855,4003073,3.02,223.69,,
9598068,6798068,4.41,223.68,,
9816315,9505503,5.28,223.49,,
7790129,5779394,3.67,223.44,,
8143374,4841138,3.43,223.43,,
9860755,9409954,5.26,223.41,,
4875989,4065279,2.43,223.4,,
2854554,4649542,1.99,223.2,,
8301484,7729494,4.38,223.18,,
9656332,9837213,5.33,223.16,,
542438,3989460,0.8,223.15,,
7013756,8871616,4.31,223.11,,
7286547,8933573,4.41,223.09,,
8720065,427399,1.06,222.98,,
7162487,1544692,1.82,222.84,,
1713066,4429644,1.51,222.79,,
9281268,6793426,4.35,222.69,,
2699543,5732661,2.15,222.51,,
4458444,7871272,3.24,222.46,,
8081476,9949658,4.91,222.44,,
7420731,8233505,4.28,222.34,,
7769069,6575121,3.92,222.26,,
3879408,5490540,2.53,222.23,,
6379042,2836215,2.33,222.06,,
4063419,4981604,2.47,222.06,,
7802840,3792464,2.98,222.04,,
8934442,3459982,3.05,222.03,,
3866774,3356993,1.98,222.02,,
2001436,1458720,0.94,221.98,,
4098169,2399316,1.72,221.77,,
8216294,8541377,4.6,221.69,,
7680228,7809742,4.25,221.58,,
9770453,2511817,2.72,221.57,,
5231395,3642538,2.4,221.55,,
2203476,4160457,1.66,221.53,,
8099004,7363935,4.24,221.52,,
9588477,2236976,2.54,221.46,,
8488468,3943406,3.18,221.4,,
4848180,5327163,2.79,221.25,,
6109670,2318934,2.07,221.18,,
64698,7062229,0.37,220.92,,
6010280,8249907,3.87,220.86,,
6806558,4593523,3.07,220.81,,
6808089,7756175,3.99,220.79,,
5167574,5189039,2.85,220.77,,
2426766,6221319,2.14,220.74,,
9670835,5821237,4.13,220.74,,
7054390,8981017,4.38,220.7,,
8452915,6899169,4.2,220.69,,
6481370,9277747,4.26,220.6,,
1688685,8044601,2.03,220.5,,
9724020,8197298,4.91,220.39,,
556526,5273267,0.94,220.23,,
3082008,8965604,2.89,220.2,,
7792438,2352632,2.36,220.06,,
4456273,8486050,3.39,220.04,,
1274564,9258231,1.89,219.96,,
8086356,6752783,4.07,219.96,,
8925714,1495053,2.01,219.88,,
3377222,4107595,2.05,219.87,,
3090797,4163685,1.98,219.85,,
3429338,9526199,3.15,219.75,,
2183517,6840098,2.13,219.73,,
2030456,8344943,2.27,219.73,,
5495598,6407662,3.27,219.52,,
3223421,9999055,3.13,219.46,,
5018676,1963750,1.73,219.41,,
7300639,9886575,4.69,219.37,,
1745754,8131496,2.08,219.35,,
5449529,9855563,4.04,219.3,,
4028820,8199249,3.17,219.19,,
9746135,83265,0.5,219.12,,
6551426,7401074,3.84,219.11,,
4064026,2556588,1.78,219.05,,
9454758,2907286,2.89,219.05,,
4931650,8320100,3.54,219.04,,
9416151,1639976,2.17,219.03,,
3107697,4708893,2.11,219,,
9950836,9185215,5.28,219,,
3945497,6346373,2.76,218.79,,
6627550,6682194,3.68,218.69,,
5514521,8465364,3.77,218.65,,
5701561,9058747,3.97,218.61,,
9936955,7609639,4.8,218.61,,
7858068,2995400,2.68,218.6,,
2035546,8799385,2.34,218.54,,
5955009,8635989,3.96,218.53,,
9777532,9695009,5.38,218.44,,
6170199,9718482,4.28,218.38,,
5813414,1966291,1.87,218.23,,
7707700,9438213,4.72,218.21,,
8496667,2717311,2.66,218.18,,
7948119,1206781,1.71,218.15,,
9580689,9360797,5.24,218.12,,
3947035,6011310,2.69,218.06,,
7711713,6158593,3.82,217.43,,
7241442,7583044,4.11,217.43,,
7511112,2395463,2.35,217.29,,
7473569,3590318,2.87,217.26,,
2052064,4306009,1.65,217.25,,
4151331,3559480,2.13,217.25,,
8708807,5607567,3.87,217.2,,
5622096,6910269,3.46,217.01,,
1536025,4687441,1.49,216.88,,
5920159,5282534,3.1,216.71,,
8176988,6829968,4.15,216.67,,
6675572,8250757,4.12,216.63,,
5372087,8784226,3.81,216.61,,
5290814,9472859,3.93,216.59,,
6551740,4409490,2.98,216.55,,
2531465,2959843,1.52,216.49,,
2267911,6874848,2.19,216.42,,
189945,1807539,0.33,216.4,,
2972543,7024892,2.54,216.38,,
6559269,4151268,2.9,216.31,,
7689048,6981683,4.07,216.28,,
3282070,4861180,2.22,216.22,,
4262450,9517792,3.54,216.06,,
3564502,3815864,2.05,215.98,,
8818404,4513787,3.51,215.95,,
5593364,4714124,2.86,215.81,,
9526275,9820295,5.38,215.65,,
9522505,7301798,4.64,215.6,,
2649229,1369434,1.06,215.57,,
8264599,9623311,4.96,215.52,,
9844640,7166867,4.67,215.45,,
5933545,7779608,3.78,215.44,,
9685741,2370713,2.67,215.33,,
6479731,9756060,4.43,215.31,,
3958114,8283614,3.19,215.07,,
7032543,7101422,3.94,214.95,,
9271425,8320499,4.89,214.88,,
8637986,5972428,4,214.82,,
8627585,8179433,4.68,214.77,,
2599867,8010684,2.54,214.76,,
7719307,7913807,4.36,214.38,,
7760168,9037597,4.67,214.22,,
5263258,3657051,2.45,214.07,,
8994533,3751910,3.24,213.99,,
1241634,4324294,1.29,213.76,,
7024330,8062837,4.2,213.75,,
1703889,7865391,2.05,213.72,,
8002828,8370035,4.57,213.69,,
8642947,9122816,4.96,213.66,,
771884,6893342,1.29,213.62,,
5108625,6665870,3.26,213.59,,
9049082,1346012,1.95,213.37,,
7373382,9405167,4.66,213.36,,
8630939,7408678,4.47,213.34,,
2422052,9113458,2.63,213.3,,
5845883,8065694,3.84,213.28,,
6104502,8623771,4.06,213.25,,
5322426,7688431,3.58,213.24,,
1348272,9701026,2.02,213.12,,
9904864,5808515,4.25,213,,
2968449,8192120,2.76,212.95,,
8326589,8048638,4.58,212.86,,
7087631,5036965,3.35,212.85,,
6758825,6937890,3.83,212.82,,
9503639,1324333,1.99,212.8,,
1490350,2189573,1.01,212.79,,
5600764,3708768,2.55,212.78,,
6844865,6969581,3.87,212.73,,
6157793,7818111,3.89,212.7,,
6526363,5641653,3.4,212.67,,
6416099,3759076,2.75,212.62,,
2829145,7806800,2.63,212.58,,
4195406,5849778,2.78,212.55,,
4406134,3538305,2.21,212.41,,
2754476,6418122,2.36,212.38,,
7143480,4618334,3.22,212.37,,
4510463,9590457,3.69,212.34,,
2085586,6811727,2.11,212.27,,
5656082,5525271,3.13,212.25,,
7447553,6266713,3.83,212.25,,
8639571,8364798,4.77,212.23,,
3175306,9788386,3.13,212.08,,
8527630,7903604,4.61,212.06,,
1350881,3140908,1.16,211.83,,
6194756,8423655,4.05,211.82,,
5848599,6694338,3.51,211.65,,
6218271,9808340,4.39,211.6,,
8154585,5499793,3.76,211.57,,
9872197,9407457,5.41,211.55,,
9929208,1777520,2.36,211.42,,
9433066,7206074,4.63,211.42,,
8482584,7632983,4.52,211.17,,
9481090,1128241,1.84,211.1,,
6515447,3203388,2.57,211.05,,
2393357,4544314,1.85,210.99,,
7685034,4543260,3.32,210.98,,
9164887,4110892,3.45,210.98,,
661616,8357294,1.32,210.84,,
6019283,8357526,3.99,210.79,,
5295068,1913378,1.79,210.47,,
5949723,9819672,4.3,210.4,,
1296779,6683036,1.66,210.35,,
7765663,9803903,4.91,210.33,,
2694887,6990531,2.44,210.3,,
7384542,7900302,4.3,210.26,,
6421388,4471463,3.02,210.24,,
970781,9819419,1.74,210.23,,
2370537,5244505,1.99,210.22,,
9135464,5077239,3.84,210.01,,
8124215,8850149,4.78,209.95,,
7085214,6464715,3.82,209.94,,
5346475,5918468,3.17,209.82,,
4328125,8680342,3.46,209.77,,
1942568,9465442,2.42,209.69,,
6163360,3001397,2.43,209.66,,
2966338,3412884,1.8,209.65,,
9394296,4014209,3.46,209.65,,
9319084,1951364,2.41,209.62,,
4207544,6816131,3.02,209.49,,
4490525,2233752,1.79,209.48,,
9066681,7722231,4.72,209.43,,
3261305,1347183,1.18,209.4,,
8501353,9392664,5.05,209.23,,
1882555,7795231,2.16,209.12,,
2663163,7501905,2.52,209.11,,
9233348,6410214,4.35,209.07,,
8077746,6473728,4.09,209,,
8721235,4828953,3.67,208.99,,
9815060,8564370,5.18,208.99,,
7168609,7460884,4.13,208.8,,
8317627,4151131,3.32,208.77,,
6256995,2897281,2.41,208.61,,
8331834,5277299,3.75,208.5,,
9149390,8911248,5.11,208.42,,
1084736,638714,0.47,208.41,,
9873794,5697120,4.24,208.36,,
9875258,2871024,3.01,208.3,,
5580016,7215622,3.59,208.27,,
3599488,6965977,2.84,208.16,,
6361379,8155154,4.08,208.04,,
3935565,8430243,3.26,207.99,,
2367427,9284818,2.66,207.88,,
5221283,4446856,2.73,207.84,,
7608753,7053529,4.15,207.79,,
8367868,4744173,3.57,207.65,,
8606707,8737091,4.92,207.51,,
1483743,9536905,2.13,207.41,,
6436746,6591417,3.69,207.37,,
3651302,2093667,1.57,207.29,,
8717258,1395885,1.98,207.23,,
8838871,4026476,3.39,207.2,,
8739947,960206,1.64,207.13,,
4327606,7956809,3.33,207.12,,
7263187,6335898,3.85,207.04,,
4206080,9398864,3.57,206.91,,
728618,3041948,0.85,206.85,,
8961238,6352858,4.29,206.66,,
8287898,7743954,4.55,206.59,,
8518827,5526123,3.9,206.58,,
9916305,6866687,4.69,206.55,,
9967812,9741278,5.6,206.53,,
3439634,3163363,1.88,206.49,,
118931,4524178,0.42,206.48,,
2577884,2110616,1.33,206.4,,
367844,7311585,0.93,206.35,,
6137766,5955476,3.44,206.34,,
4732489,6007966,3.03,206.14,,
1007378,2323495,0.87,206.08,,
6185160,8241738,4.06,206,,
6043172,7020484,3.71,205.98,,
9707054,7082921,4.72,205.9,,
7147511,9822479,4.77,205.89,,
7457708,5056111,3.5,205.83,,
7131452,4300148,3.15,205.78,,
9596058,7809558,4.93,205.74,,
9528399,8090592,5,205.53,,
4415531,9814481,3.75,205.38,,
4376179,3498599,2.23,205.35,,
3296132,4752911,2.26,205.26,,
9636868,9663106,5.5,205.19,,
4197952,9920984,3.68,205.13,,
7633408,7560254,4.33,205.05,,
9855134,6562031,4.59,205.03,,
8614181,5328162,3.87,204.9,,
7420210,8959660,4.65,204.88,,
9549772,3025298,3.07,204.85,,
5488561,622481,1.06,204.77,,
3015552,8826262,2.95,204.73,,
4953632,3320835,2.32,204.64,,
7655800,4781254,3.45,204.63,,
620180,1938026,0.63,204.52,,
1276415,8593824,1.89,204.52,,
8531131,7879186,4.68,204.5,,
5526074,3293770,2.44,204.37,,
8310553,2361285,2.53,204.37,,
6617580,6300178,3.69,204.27,,
9594765,8123218,5.05,204.26,,
2028409,8836823,2.42,204.22,,
3757251,5388599,2.57,204.2,,
6188836,4282095,2.94,204.15,,
903730,8572946,1.59,204.11,,
3270066,3842881,2.03,204.08,,
679481,8870066,1.4,204.06,,
2712421,7798244,2.63,203.84,,
7926656,5299055,3.71,203.81,,
9417551,2679643,2.88,203.7,,
4175257,3631705,2.23,203.68,,
5975855,3725899,2.7,203.65,,
4483341,8538897,3.54,203.57,,
7846626,4902492,3.55,203.53,,
5927185,7122389,3.72,203.52,,
1580372,8086472,2.05,203.51,,
4488095,2981261,2.09,203.46,,
9472952,52160,0.4,203.35,,
7516186,9745203,4.9,203.34,,
9765413,4817079,3.93,203.29,,
8822012,9221137,5.17,203.26,,
9897446,4422466,3.79,203.18,,
3917295,8137027,3.24,203.15,,
5735954,1688053,1.78,203.12,,
4467276,6436861,3.07,203.04,,
4316067,8717433,3.52,203.02,,
6127361,4703962,3.08,202.9,,
9214552,6304004,4.37,202.88,,
7095766,4000678,3.06,202.8,,
4295915,9799251,3.72,202.7,,
1546639,3484357,1.33,202.56,,
5397092,7484540,3.65,202.54,,
6638966,9795942,4.63,202.54,,
6232875,3377661,2.63,202.41,,
8397799,4638131,3.58,202.39,,
925341,7133206,1.48,202.35,,
2903637,6206521,2.44,202.28,,
8645117,9980259,5.34,202.26,,
9477888,8170375,5.06,202.11,,
7535462,4451069,3.33,202.09,,
7987626,5313322,3.74,202.04,,
7040498,2710520,2.51,202,,
6003538,7061916,3.74,201.93,,
5562101,3651932,2.59,201.83,,
406292,4710151,0.8,201.79,,
5609094,8803184,4.04,201.68,,
7451316,6805894,4.1,201.66,,
8945036,1206926,1.89,201.61,,
6838398,6810147,3.93,201.52,,
7431720,2535317,2.5,201.5,,
7331946,9742399,4.87,201.37,,
4967877,6722918,3.33,201.25,,
6846030,6501545,3.84,201.21,,
4501378,8487722,3.56,201.2,,
916097,3254142,0.99,201,,
6731710,8173045,4.27,200.91,,
7576569,7954016,4.47,200.84,,
8726046,4478766,3.6,200.82,,
5899951,9798949,4.38,200.8,,
6446396,2343623,2.24,200.75,,
8065716,5114787,3.7,200.69,,
8436986,1621734,2.13,200.45,,
7680164,9953188,5.04,200.43,,
7937984,2365298,2.5,200.15,,
7046046,7321484,4.15,200.08,,
7389685,6780681,4.09,200.03,,
3488929,6055364,2.65,200,,
8628935,5425720,3.95,199.91,,
1480282,962967,0.69,199.87,,
9001595,5310540,4,199.86,,
3930801,8435310,3.33,199.82,,
9124528,9777291,5.46,199.75,,
3543159,3462107,2.02,199.74,,
8799890,3095534,3.02,199.68,,
8071140,3523128,3.08,199.64,,
7913683,6914119,4.28,199.46,,
3152799,4382750,2.15,199.36,,
8688943,9941107,5.38,199.34,,
6149949,6580006,3.68,199.22,,
6206575,6840329,3.77,199.08,,
5562319,5049516,3.07,198.99,,
7309255,5478621,3.66,198.99,,
6316754,858062,1.35,198.8,,
5993480,2385220,2.19,198.8,,
1569314,4399735,1.52,198.76,,
9059997,2776191,2.91,198.71,,
7588273,4895133,3.53,198.71,,
5795636,9358931,4.27,198.62,,
413514,1386957,0.44,198.47,,
5840145,9390313,4.29,198.45,,
8786384,6267109,4.3,198.45,,
6294545,6883632,3.82,198.32,,
9087911,7157415,4.68,198.27,,
7750343,9495459,4.98,198.24,,
8768823,1806960,2.31,198.19,,
7099945,5659334,3.68,198.15,,
6537994,5163547,3.37,198.14,,
9328271,3511888,3.32,198.04,,
7571987,6847666,4.18,197.94,,
9508933,4448267,3.78,197.93,,
4374396,9055753,3.65,197.88,,
4314806,6799521,3.15,197.84,,
8742033,9948828,5.42,197.82,,
7780322,7503476,4.44,197.56,,
6531341,2724782,2.45,197.45,,
5101141,6309300,3.3,197.37,,
6935312,4779817,3.35,197.28,,
7878455,7187182,4.38,197.28,,
5670850,2464498,2.17,197.26,,
6769634,8211383,4.34,197.09,,
2625598,4575874,2.02,197.07,,
6481337,8650036,4.36,196.94,,
2351003,9244695,2.71,196.93,,
8835029,8519031,5.05,196.93,,
2403446,3249050,1.63,196.92,,
8038541,3843358,3.24,196.92,,
9534492,9315542,5.49,196.91,,
3092591,8711523,3.02,196.76,,
4926064,4957643,2.88,196.74,,
4390017,5538329,2.87,196.67,,
2204017,8464629,2.52,196.6,,
7292651,8917858,4.7,196.54,,
4389938,6746412,3.17,196.48,,
7127918,5726946,3.72,196.47,,
3803795,4024279,2.28,196.43,,
8874543,5707190,4.15,196.39,,
8968012,9627538,5.42,196.37,,
5395371,3573122,2.56,196.32,,
8742674,4774849,3.77,196.31,,
9589159,7569909,4.97,196.3,,
6577474,8590315,4.38,196.22,,
8504334,7003375,4.5,196.2,,
8173559,8802800,4.95,196.16,,
9460698,5290817,4.13,196.02,,
9897981,992122,1.83,195.96,,
9005260,3503255,3.28,195.96,,
4140155,5668269,2.83,195.91,,
1650710,1180943,0.82,195.75,,
2391102,8694417,2.66,195.75,,
7071391,7884111,4.36,195.71,,
7876554,7245788,4.41,195.65,,
6116689,9734199,4.51,195.62,,
7950942,6190033,4.1,195.45,,
3472395,6856468,2.85,195.32,,
6901797,9949247,4.84,195.28,,
9821285,4642739,3.95,195.22,,
2199271,2384895,1.34,195.19,,
9050997,3564742,3.32,195.18,,
8328886,6710041,4.37,195.07,,
6041288,2010928,2.04,195.02,,
5017988,2744679,2.17,195.02,,
6467893,9034177,4.47,194.85,,
8586078,9000044,5.14,194.84,,
8155109,8222939,4.79,194.83,,
293993,6409792,0.8,194.74,,
8293339,3595954,3.2,194.54,,
6612876,2409295,2.34,194.51,,
8638341,7280139,4.64,194.5,,
4063857,4474773,2.5,194.46,,
3219946,3960235,2.09,194.43,,
3775234,6684891,2.94,194.39,,
7912204,3175182,2.94,194.39,,
1089936,5843777,1.48,194.31,,
6276442,3319287,2.67,194.29,,
7970157,6490966,4.22,194.25,,
2794538,4370425,2.05,194.24,,
5202722,9457964,4.11,194.17,,
5471951,8714517,4.05,194.16,,
8597068,5014045,3.85,194.01,,
3643459,7875741,3.14,193.96,,
5564811,4482566,2.93,193.95,,
5163779,7313872,3.61,193.91,,
8293242,8773757,5,193.85,,
7727804,8350012,4.71,193.78,,
316566,7706747,0.92,193.68,,
4086985,7000739,3.14,193.66,,
3796024,4067261,2.31,193.61,,
5659181,9891019,4.39,193.54,,
6513283,6737077,3.89,193.44,,
8849626,9790676,5.47,193.36,,
5564502,3645247,2.65,193.23,,
3543486,6528820,2.83,193.21,,
4045456,6716233,3.06,193.2,,
9960864,8246363,5.33,193.12,,
8733692,8155621,4.96,193.02,,
8130300,635777,1.34,193.01,,
9535175,1391831,2.14,192.81,,
9890486,3027841,3.22,192.81,,
8466040,350373,1.01,192.63,,
8415385,3659447,3.27,192.63,,
5062889,2205634,1.97,192.59,,
9787720,1418034,2.19,192.48,,
8870228,4857102,3.87,192.45,,
3251796,6803802,2.77,192.29,,
8445182,9420864,5.25,192.29,,
5670479,7580880,3.86,192.28,,
7736648,9423827,5.03,192.25,,
3745063,3170109,2.03,192.21,,
7487777,9576162,4.99,192.2,,
6927275,893212,1.47,192.18,,
7780645,9603370,5.09,192.15,,
6125338,4988402,3.26,192.11,,
7062539,4071028,3.16,192.1,,
8321874,4562263,3.63,192.09,,
9100378,2531143,2.83,192.06,,
8720071,4944774,3.87,192.05,,
7001307,2828387,2.62,191.97,,
2516714,1156280,1.01,191.82,,
8745824,1547964,2.17,191.8,,
5935403,5141384,3.26,191.72,,
9182531,5380036,4.15,191.66,,
7907323,6602183,4.26,191.57,,
7742848,5640003,3.9,191.55,,
5191316,7899177,3.78,191.54,,
8874471,8095780,5.01,191.35,,
8392665,4850029,3.77,191.34,,
2508623,1753516,1.24,191.33,,
5295844,6085310,3.35,191.11,,
5960229,2919335,2.46,191.1,,
6844008,1989672,2.18,191.05,,
8837029,9057709,5.29,191.04,,
6326047,5345929,3.44,191.02,,
5527740,8145006,3.97,190.91,,
2383010,9036219,2.74,190.79,,
8666489,3326245,3.18,190.76,,
4275323,8081963,3.48,190.74,,
6847671,1678265,2.01,190.73,,
9970840,9044474,5.62,190.7,,
7725433,9578789,5.09,190.68,,
2607993,5863493,2.31,190.61,,
6291228,4698262,3.22,190.51,,
3181487,414054,0.68,190.44,,
7087556,4598099,3.38,190.43,,
5420304,6960612,3.64,190.41,,
2773120,4156236,2.01,190.4,,
9111355,8497885,5.21,190.39,,
7165778,2506672,2.51,190.36,,
5404310,1455714,1.66,190.24,,
3649276,8577338,3.31,190.17,,
3195349,3951072,2.11,190.08,,
6008435,689261,1.21,190.05,,
4447370,8559145,3.66,190.03,,
8701150,7978056,4.94,190.03,,
9810460,7874241,5.21,190,,
7184946,9341878,4.86,189.95,,
5584468,2202856,2.08,189.85,,
6584883,3080777,2.67,189.84,,
3825453,5035975,2.6,189.73,,
7580886,276785,0.86,189.65,,
5275199,4759687,2.97,189.64,,
7724666,1369907,1.93,189.54,,
7839341,5253817,3.81,189.53,,
4732871,3092757,2.27,189.52,,
9254207,7763426,5.03,189.5,,
4050922,8118757,3.41,189.27,,
9546467,6098295,4.53,189.21,,
1976651,308981,0.46,189.11,,
1326567,8085062,1.95,189.09,,
5158916,2765173,2.24,189.05,,
3321091,9598331,3.36,188.97,,
2695012,8903265,2.91,188.93,,
6202832,2929092,2.53,188.91,,
7569298,7332131,4.43,188.89,,
5212684,8234142,3.89,188.88,,
8993491,9456788,5.48,188.81,,
8781323,9679363,5.48,188.8,,
7204454,5084524,3.6,188.71,,
8431299,1831762,2.34,188.69,,
8031996,5625531,4,188.64,,
5632263,9237366,4.29,188.63,,
1920598,5797282,1.98,188.62,,
7002791,4581830,3.37,188.59,,
7341988,7867509,4.52,188.52,,
7828146,9274529,5.07,188.52,,
2464569,125369,0.33,188.46,,
929867,6814021,1.5,188.4,,
6054751,8038600,4.15,188.39,,
9873394,4891408,4.14,188.38,,
6219977,9311001,4.53,188.17,,
5433646,6970033,3.67,188.05,,
8968646,5462301,4.17,188.02,,
7371478,7670322,4.48,187.97,,
4280439,9547342,3.81,187.74,,
9814284,4180907,3.82,187.66,,
684205,7852408,1.38,187.63,,
9957251,7114813,5.02,187.63,,
1501601,6726649,1.9,187.6,,
3203522,8817135,3.17,187.6,,
2064515,9045797,2.58,187.53,,
3451558,4166139,2.26,187.39,,
5797027,9513045,4.43,187.36,,
9768824,3479802,3.48,187.33,,
5219621,7946906,3.84,187.32,,
5975483,9760296,4.56,187.3,,
1924720,3792352,1.61,187.08,,
8625478,8079800,4.99,187.02,,
6381428,8753966,4.46,187.01,,
1755981,9150380,2.39,186.94,,
3330740,6964180,2.88,186.92,,
8757573,6860870,4.63,186.91,,
2772100,6641010,2.56,186.81,,
9051310,1222571,1.99,186.78,,
4760302,5862691,3.16,186.69,,
8085473,8725168,5.02,186.68,,
538315,1216702,0.48,186.66,,
3368600,8533410,3.21,186.59,,
6765770,8895858,4.64,186.52,,
7472823,5568304,3.86,186.5,,
6767918,8885280,4.64,186.41,,
4421515,8537191,3.68,186.39,,
8681826,5263361,4.04,186.39,,
1168448,6364318,1.63,186.29,,
7558461,6762917,4.28,186.16,,
8011279,2030923,2.42,186.15,,
2074810,3960084,1.72,186.07,,
5494520,4473571,2.97,186.03,,
9704995,3316853,3.4,186.02,,
3560080,3081941,1.98,186.01,,
1868553,5137171,1.86,185.92,,
1341508,5450495,1.62,185.84,,
827648,8175663,1.56,185.8,,
9409612,8196947,5.26,185.77,,
9616942,2297428,2.82,185.73,,
2281044,3418237,1.67,185.71,,
7078416,4589347,3.42,185.55,,
2683152,2772164,1.64,185.54,,
9550699,8420295,5.38,185.5,,
4918437,7788336,3.71,185.46,,
7822607,1915760,2.32,185.45,,
3634653,8109502,3.26,185.4,,
2358935,5394521,2.14,185.32,,
2580040,4183944,1.97,185.27,,
9748423,2877094,3.18,185.09,,
146119,8120734,0.65,185.05,,
2310744,1829052,1.23,185.04,,
1103255,7546656,1.73,185.03,,
8914351,569297,1.35,184.98,,
7068866,7487607,4.37,184.97,,
5027188,569690,1.02,184.96,,
3912857,9072619,3.58,184.94,,
9926530,6977629,5,184.91,,
7309365,2661336,2.65,184.89,,
842763,6529745,1.41,184.61,,
4514206,4520929,2.72,184.58,,
6844136,7302792,4.25,184.57,,
3325105,5725528,2.62,184.45,,
5777794,4826720,3.18,184.45,,
1349049,4367227,1.46,184.39,,
8572776,9622655,5.46,184.33,,
6804851,9065681,4.73,184.32,,
8583123,1951849,2.46,184.24,,
5202059,8079094,3.9,184.23,,
2720524,2635644,1.61,184.2,,
9356697,6550154,4.71,184.18,,
9155502,2588336,2.93,184.16,,
4101294,7701642,3.38,184.09,,
7069795,6691267,4.14,183.84,,
9022471,7630370,5,183.7,,
3387275,8523596,3.24,183.69,,
9372276,4462195,3.9,183.45,,
1270529,4823982,1.49,183.4,,
5773543,6079484,3.57,183.4,,
822488,8088726,1.56,183.39,,
1050018,2304763,0.94,183.29,,
4014935,5487499,2.83,183.16,,
6926704,6043903,3.91,183.15,,
2808270,9495031,3.12,183.13,,
5535018,8406883,4.12,183.1,,
1584398,7558448,2.09,183.09,,
8312748,9798870,5.45,183.02,,
528447,3488700,0.82,182.97,,
3720578,6108882,2.88,182.94,,
6706425,7355687,4.24,182.92,,
1836623,8865141,2.44,182.85,,
9859057,7769406,5.29,182.81,,
391617,8929225,1.13,182.76,,
9653276,5716205,4.49,182.73,,
8968684,6596214,4.65,182.63,,
3485605,5130726,2.56,182.62,,
2957716,9893761,3.27,182.6,,
9456076,1355007,2.16,182.56,,
8674169,8108858,5.07,182.48,,
6488872,8567337,4.51,182.39,,
9617161,2847018,3.17,182.29,,
7440456,9133307,4.99,182.25,,
6582085,1074380,1.61,182.17,,
7490796,4647807,3.57,182.14,,
6411315,6544423,3.92,181.99,,
9549355,9181103,5.67,181.96,,
2123659,8604659,2.59,181.95,,
4865244,3962182,2.66,181.9,,
2522604,9758711,3.01,181.84,,
9576884,6391416,4.74,181.83,,
5046417,5309038,3.14,181.82,,
6390991,8186973,4.38,181.79,,
7081853,7814805,4.51,181.68,,
8243233,7195181,4.67,181.64,,
1264973,4611103,1.46,181.63,,
1393989,5753772,1.72,181.63,,
4928639,6895172,3.54,181.31,,
8327455,820472,1.59,181.25,,
7064942,6178526,4.01,181.18,,
5898013,5548331,3.47,181.14,,
1984232,5317370,1.97,181.09,,
9620522,234586,0.91,180.98,,
207817,8237813,0.79,180.85,,
6823255,3475751,2.96,180.81,,
4367850,7061696,3.37,180.81,,
2828544,8258906,2.94,180.77,,
6881736,3182047,2.84,180.58,,
7640392,8456787,4.89,180.58,,
6535792,3193087,2.78,180.55,,
8765885,7938965,5.07,180.55,,
5001271,6534474,3.48,180.37,,
3994834,1747596,1.61,180.35,,
6931581,6616613,4.12,180.34,,
5746390,7670987,4.04,180.26,,
9375110,5106589,4.21,180.22,,
5706006,9327655,4.44,180.2,,
1276311,4903777,1.52,180.19,,
4401878,9577853,3.95,180.12,,
5778827,9579701,4.53,180,,
9350040,6451582,4.73,179.94,,
5330258,5079862,3.17,179.72,,
8673143,9712340,5.59,179.6,,
5055245,8236290,3.93,179.55,,
7733611,9780696,5.3,179.52,,
5462312,7374597,3.87,179.5,,
7024294,795528,1.44,179.47,,
1753639,1723331,1.06,179.4,,
8587277,4479551,3.78,179.34,,
9795692,6689774,4.94,179.32,,
8473589,4545377,3.79,179.27,,
159784,5283582,0.56,179.2,,
6681727,7645058,4.36,179.19,,
4106276,7253428,3.33,179.13,,
743755,4748421,1.15,179.07,,
6154948,5577424,3.58,179.06,,
6175056,7110948,4.05,179.03,,
4440492,4872314,2.84,179.01,,
8343250,2622287,2.86,178.96,,
9580867,9287564,5.76,178.92,,
7676869,1887048,2.32,178.9,,
8239694,4398110,3.68,178.86,,
2216298,5326713,2.1,178.83,,
2740851,5431238,2.36,178.82,,
6031075,7034382,3.98,178.68,,
8098667,6635991,4.48,178.66,,
8204840,7122426,4.67,178.65,,
4198979,2854045,2.12,178.59,,
6465612,9786170,4.86,178.57,,
2385499,7838668,2.64,178.56,,
7405499,6647884,4.29,178.55,,
9724203,4286874,3.95,178.52,,
5245835,4890996,3.1,178.36,,
9038603,2069544,2.65,178.31,,
7651702,2966758,2.91,178.31,,
7475772,8320448,4.83,178.23,,
5219850,4656373,3.02,178.17,,
4770908,1545995,1.66,178.08,,
7236059,5242815,3.77,178.06,,
938268,5208465,1.35,178,,
9865507,5590673,4.55,177.99,,
5187841,7666514,3.86,177.92,,
5716899,8340610,4.23,177.92,,
6812026,9891249,5.03,177.91,,
7287295,7555675,4.55,177.85,,
7651821,4621822,3.64,177.82,,
9525014,5438772,4.41,177.82,,
4287180,8051440,3.6,177.8,,
5671014,4679217,3.16,177.71,,
7232448,5277980,3.79,177.67,,
3851267,391642,0.75,177.62,,
1248106,8883712,2.04,177.62,,
7869214,8349630,4.97,177.59,,
7565726,5597113,3.99,177.53,,
4345563,384428,0.79,177.52,,
1902255,6846458,2.21,177.47,,
2563194,7346148,2.66,177.37,,
7044272,4349043,3.4,177.3,,
4747034,5439437,3.12,177.23,,
8208290,3514129,3.3,177.23,,
8394336,8683714,5.24,177.16,,
1289220,4918847,1.55,177.1,,
1871137,4019100,1.68,177.1,,
8120381,821247,1.59,177.09,,
